time_s,n_samples,mean_active_qty,q05_active_qty,q95_active_qty
2.946,100,0.0,0.0,0.0
2.948,100,0.0,0.0,0.0
2.95,100,0.0,0.0,0.0
2.952,100,0.0,0.0,0.0
2.954,100,0.0,0.0,0.0
2.956,100,0.0,0.0,0.0
2.958,100,0.0,0.0,0.0
2.96,100,0.0,0.0,0.0
2.962,100,0.0,0.0,0.0
2.964,100,0.0,0.0,0.0
2.966,100,0.0,0.0,0.0
2.968,100,0.0,0.0,0.0
2.97,100,0.0,0.0,0.0
2.972,100,0.0,0.0,0.0
2.974,100,0.0,0.0,0.0
2.976,100,0.0,0.0,0.0
2.978,100,0.0,0.0,0.0
2.98,100,0.0,0.0,0.0
2.982,100,0.0,0.0,0.0
2.984,100,0.0,0.0,0.0
2.986,100,0.0,0.0,0.0
2.988,100,0.0,0.0,0.0
2.99,100,0.0,0.0,0.0
2.992,100,0.0,0.0,0.0
2.994,100,0.0,0.0,0.0
2.996,100,0.0,0.0,0.0
2.998,100,0.0,0.0,0.0
3.0,100,0.0,0.0,0.0
