episode_id,policy_path_id,window_start,cycle_id,order_id,order_slot,post_time_s,qty,time_s,event_kind,displacement_delta
0,3,2025-05-29 10:30:00.006003-04:00,2,29,9,1.1260084276798787,1,1.1260084276798787,post,1
0,3,2025-05-29 10:30:00.006003-04:00,2,29,9,1.1260084276798787,1,1.4368190149096636,cancel,-1
0,4,2025-05-29 10:30:00.006003-04:00,0,0,0,0.0,1,0.0,post,1
0,4,2025-05-29 10:30:00.006003-04:00,0,0,0,0.0,1,0.1146719350948453,fill,-1
0,4,2025-05-29 10:30:00.006003-04:00,0,1,1,0.01,1,0.01,post,1
0,4,2025-05-29 10:30:00.006003-04:00,0,1,1,0.01,1,0.12089959805721316,fill,-1
0,4,2025-05-29 10:30:00.006003-04:00,0,2,2,0.02,1,0.02,post,1
0,4,2025-05-29 10:30:00.006003-04:00,0,2,2,0.02,1,0.1251398186637808,fill,-1
0,4,2025-05-29 10:30:00.006003-04:00,0,3,3,0.03,1,0.03,post,1
0,4,2025-05-29 10:30:00.006003-04:00,0,3,3,0.03,1,0.4002493019897557,cancel,-1
0,4,2025-05-29 10:30:00.006003-04:00,0,4,4,0.04,1,0.04,post,1
0,4,2025-05-29 10:30:00.006003-04:00,0,4,4,0.04,1,0.40034825909299454,cancel,-1
0,4,2025-05-29 10:30:00.006003-04:00,0,5,5,0.05,1,0.05,post,1
0,4,2025-05-29 10:30:00.006003-04:00,0,5,5,0.05,1,0.40050082959692185,cancel,-1
0,4,2025-05-29 10:30:00.006003-04:00,0,6,6,0.06,1,0.06,post,1
0,4,2025-05-29 10:30:00.006003-04:00,0,6,6,0.06,1,0.4006483818381118,cancel,-1
0,4,2025-05-29 10:30:00.006003-04:00,0,7,7,0.07,1,0.07,post,1
0,4,2025-05-29 10:30:00.006003-04:00,0,7,7,0.07,1,0.40069274682173867,cancel,-1
0,4,2025-05-29 10:30:00.006003-04:00,0,8,8,0.08,1,0.08,post,1
0,4,2025-05-29 10:30:00.006003-04:00,0,8,8,0.08,1,0.4007721927656376,cancel,-1
0,4,2025-05-29 10:30:00.006003-04:00,0,9,9,0.09,1,0.09,post,1
0,4,2025-05-29 10:30:00.006003-04:00,0,9,9,0.09,1,0.4008671626336528,cancel,-1
0,4,2025-05-29 10:30:00.006003-04:00,1,10,0,0.4508671626336528,1,0.4508671626336528,post,1
0,4,2025-05-29 10:30:00.006003-04:00,1,10,0,0.4508671626336528,1,0.643983592982748,fill,-1
0,4,2025-05-29 10:30:00.006003-04:00,1,11,1,0.4608671626336528,1,0.4608671626336528,post,1
